category,brand,product_name,mpn,confidence
storage,Western Digital,"Western Digital Ultrastar DC HC550",0F38357,high
storage,Lexar,"Lexar Professional NM800PRO w/Heatsink",LNM800P512G-RN8NG,high
storage,Zotac,"Zotac SONIX",ZTSSDPG3480GGE,high
storage,Western Digital,"Western Digital Gold",WD8002FRYZ,high
storage,Corsair,"Corsair Neutron XTi",CSSD-N1920GBXTI,high
storage,Western Digital,"Western Digital Green",WDS120G1G0A,high
storage,Intel,"Intel Pro 5400s",SSDSC2KF480H6X1,high
storage,Western Digital,"Western Digital WD Red Pro",WD8001FFWX,high
storage,Patriot,"Patriot Hellfire",PH240GPM280SSDR,high
storage,SanDisk,"SanDisk Z410",SD8SBBU-120G-1122,high
storage,SanDisk,"SanDisk Z410",SD8SBBU-240G-1122,high
storage,Crucial,"Crucial BX300",CT240BX300SSD1,high
storage,Patriot,"Patriot Scorch",PS256GPM280SSDR,high
storage,Patriot,"Patriot Scorch",PS512GPM280SSDR,high
storage,TeamGroup,"TEAMGROUP MP32",TM8FP3512G0C101,high
storage,Lexar,"Lexar NS200",LNS200-240RBNA,high
storage,Sabrent,"Sabrent Rocket 4.0 HTSK",SB-ROCKET-NVME4-HTSK-1TB,high
storage,TeamGroup,"TEAMGROUP GX1",T253X1120G0C101,high
storage,SanDisk,"SanDisk CloudSpeed Eco Gen. II",SDLF1CRR-019T-1HA1,high
storage,SanDisk,"SanDisk X600",SD9SN8W-512G-1122,high
storage,Lexar,"Lexar NM210",LNM210-128RBNA,high
storage,Patriot,"Patriot Viper Gaming VP4100",VP4100-2TBM28H,high
storage,Intel,"Intel D3-S4610",SSDSC2KG240G801,high
storage,Intel,"Intel 320",SSDSA2CW080G301,high
storage,Intel,"Intel D3-S4510",SSDSCKKB480G801,high
storage,Intel,"Intel DC S3520",SSDSCKJB150G701,high
storage,Intel,"Intel DC S3110",SSDSCKKI256G801,high
storage,Intel,"Intel DC P4510",SSDPE2KX020T801,high
storage,SanDisk,"SanDisk CloudSpeed Eco Gen. II",SDLF1DAR-960G-1HA2,high
storage,Western Digital,"Western Digital SN520",SDAPMUW-512G,high
storage,Western Digital,"Western Digital Ultrastar",0TS1654,high
storage,TeamGroup,"TEAMGROUP T-Force Cardea Zero Z340",TM8FP9001T0C311,high
storage,Western Digital,"Western Digital Ultrastar DC HC520",0F30141,high
storage,Western Digital,"Western Digital Red",WD120EFAX,high
storage,Kioxia,"KIOXIA EXCERIA PRO",LSE10Z002TG8,high
storage,Western Digital,"Western Digital Green",WDS100T2G0A,high
storage,Western Digital,"Western Digital Red Plus",WD140EFGX,high
storage,Western Digital,"Western Digital Red SN700",WDS500G1R0C,high
storage,TeamGroup,"TEAMGROUP AX2",T253A3512G0C101,high
storage,TeamGroup,"TEAMGROUP GX2",T253X2128G0C101,high
storage,Western Digital,"Western Digital Blue SN550",WDS200T2B0C,high
storage,Western Digital,"Western Digital SN530",SDBPNPZ-256G,high
storage,Western Digital,"Western Digital Caviar Green",WD10EZRX,high
storage,Western Digital,"Western Digital Black",WD6002FZWX,high
storage,Western Digital,"Western Digital Black SN850 w/Heatsink",WDS200T1XHE,high
storage,Western Digital,"Western Digital Ultrastar",HUS728T8TALE6L4,high
storage,Corsair,"Corsair MP600 CORE XT R2",CSSD-F1000GBMP600CXTR2,high
storage,Intel,"Intel Optane P1600X",SSDPEK1A118GA01,high
storage,Corsair,"Corsair MP510",CSSD-F480GBMP510B,high
storage,Western Digital,"Western Digital Blue",WD5000AZRZ,high
storage,Crucial,"Crucial P310",CT2000P310SSD2,high
storage,Corsair,"Corsair MP600 PRO LPX",CSSD-F4000GBMP600PLP,high
storage,SanDisk,"SanDisk Optimus GX PRO 8100",SDSP82100TAN-000E0,high
storage,TeamGroup,"TEAMGROUP T-FORCE G70 PRO Aluminum",TM8FFH001T0C128,high
storage,Intel,"Intel 545s",SSDSC2KW256G8X1,high
storage,Western Digital,"Western Digital Blue SN500",WDS500G1B0C,high
storage,Intel,"Intel Pro 7600p",SSDPEKKF512G8X1,high
storage,Western Digital,"Western Digital Gold",WD103KRYZ,high
storage,Western Digital,"Western Digital Red SN700",WDS100T1R0C,high
storage,Patriot,"Patriot P220",P220S2TB25,high
storage,Western Digital,"Western Digital Purple Pro",WD221PURP,high
storage,Western Digital,"Western Digital WD Blue",WD20EARZ,high
storage,Crucial,"Crucial MX300",CT275MX300SSD1,high
storage,Corsair,"Corsair MP600 Force Series Gen4",CSSD-F500GBMP600,high
storage,Western Digital,"Western Digital Black SN850",WDS500G1X0E,high
storage,Western Digital,"Western Digital SN530",SDBPNPZ-1T00,high
storage,Western Digital,"Western Digital RE4",WD2003FYYS,high
storage,Kioxia,"KIOXIA EXCERIA PRO G2",LVE10Z4T09G8,high
storage,Western Digital,"Western Digital Caviar Blue",WD3200AAJS,high
storage,Corsair,"Corsair MP400",CSSD-F1000GBMP400,high
storage,Western Digital,"Western Digital Blue",WD30EZAX,high
storage,Western Digital,"Western Digital WD Green",WDS120G2G0B,high
storage,TeamGroup,"TEAMGROUP T-Force GE PRO Graphene",TM8FFS002T0C129,high
storage,TeamGroup,"TEAMGROUP T-Force GE PRO Graphene",TM8FFS004T0C129,high
storage,TeamGroup,"TEAMGROUP A440 Lite",TM8FFQ001T0C129,high
storage,Western Digital,"Western Digital SN720",SDAPNTW-1T00,high
storage,Western Digital,"Western Digital SN720",SDAPNTW-2T00,high
storage,Lexar,"Lexar PLAY SE",LNMPL8S004T-RNNNU,high
storage,Western Digital,"Western Digital RE",WD6001F9YZ,high
storage,Kioxia,"KIOXIA BG5 SED",KBG5AZNS256G,high
storage,Western Digital,"Western Digital Purple NV",WD6NPURX,high
storage,Lexar,"Lexar PLAY",LNMPLAY001T-RNNNG,high
storage,Intel,"Intel 540s",SSDSCKKW240H6X1,high
storage,Intel,"Intel D3-S4510",SSDSC2KB240G801,high
storage,Intel,"Intel DC P4500",SSDPE2KX020T701,high
storage,Lexar,"Lexar PLAY",LNMPLY8004T-RNNNU,high
storage,Western Digital,"Western Digital Scorpio Blue",WD1600BPVT,high
storage,Western Digital,"Western Digital Caviar Green",WDBAAY0030HNCNRSN,high
storage,Western Digital,"Western Digital SE",WD4000F9YZ,high
storage,SanDisk,"SanDisk EXTREME PRO",SDSSDXPS960GG25,high
storage,Western Digital,"Western Digital Purple",WD05PURZ,high
storage,Western Digital,"Western Digital Red SA500",WDS500G1R0B,high
storage,Western Digital,"Western Digital Red SA500",WDS200T1R0B,high
storage,TeamGroup,"TEAMGROUP Z440 Lite",TM8FFT500G0C129,high
storage,Corsair,"Corsair MP700 MICRO",CSSD-F2000GBMP700MCR,high
storage,Western Digital,"Western Digital VelociRaptor",WD3000BLFS,high
storage,Western Digital,"Western Digital Caviar Black",WD7501AALS,high
storage,Western Digital,"Western Digital Caviar Blue",WD3200AALX,high
storage,Western Digital,"Western Digital Caviar Green",WD7500AACS,high
storage,Western Digital,"Western Digital Scorpio Black",WD800BJKT,high
storage,Western Digital,"Western Digital Scorpio Black",WD1200BEKT,high
storage,Western Digital,"Western Digital Scorpio Black",WD800BEKT,high
storage,Western Digital,"Western Digital Scorpio Blue",WD6400BEVT,high
storage,Western Digital,"Western Digital Scorpio Blue",WD4000BEVT,high
storage,Western Digital,"Western Digital Scorpio Blue",WD3200BEVT,high
storage,Western Digital,"Western Digital AV",WD3200AVJS,high
storage,Western Digital,"Western Digital AV-GP",WD5000AVVS,high
storage,Western Digital,"Western Digital AV-GP",WD3200AVVS,high
storage,Western Digital,"Western Digital AV-25",WD3200BUDT,high
storage,Intel,"Intel X25-M",SSDSA2MH160G1C1,high
storage,Intel,"Intel 320",SSDSA2BW300G301,high
storage,Corsair,"Corsair Performance Pro",CSSDP256GBPBK,high
storage,Crucial,"Crucial M4",CT512M4SSD2BAA,high
storage,Crucial,"Crucial M4",CT064M4SSD1CCA,high
storage,Crucial,"Crucial M4",CT512M4SSD1CCA,high
storage,Western Digital,"Western Digital Caviar Green",WD5000AZDX,high
storage,Intel,"Intel 520",SSDSC2CW120A3K5,high
storage,Corsair,"Corsair Accelerator",CSSDC60GB,high
storage,Intel,"Intel 330",SSDSC2CT120A3K5,high
storage,SanDisk,"SanDisk Solid State Drive",SDSSDP064GG25,high
storage,Corsair,"Corsair Force GS",CSSDF240GBGSBK,high
storage,PNY,"PNY Prevail Elite",SSD9SC120GEDAPB,high
storage,Crucial,"Crucial V4",CT256V4SSD2CCA,high
storage,Western Digital,"Western Digital VelociRaptor",WD5000BHTZ,high
storage,Western Digital,"Western Digital AV-GP",WD3200AVCS,high
storage,Intel,"Intel DC S3700",SSDSC2BA200G301,high
storage,Corsair,"Corsair Neutron",CSSDN256GB3BK,high
storage,Intel,"Intel DC S3700",SSDSC2BA400G301,high
storage,Intel,"Intel 525",SSDMCEAC030B301,high
storage,SanDisk,"SanDisk X110",SD6SB1M128G1022I,high
storage,Corsair,"Corsair Neutron GTX",CSSDN480GBGTXBBK,high
storage,SanDisk,"SanDisk Extreme II",SDSSDXP120GG25,high
storage,Western Digital,"Western Digital Green",WD15NPVT,high
storage,Western Digital,"Western Digital Scorpio Black",WDBABD5000ANCNRSN,high
storage,Western Digital,"Western Digital WDBMMA0020HNC-NRSN",WDBMMA0020HNCNRSN,high
storage,Western Digital,"Western Digital WDBMYH3200ANC-NRSN",WDBMYH3200ANCNRSN,high
storage,Intel,"Intel DC S3500",SSDSC2BB080G401,high
storage,Crucial,"Crucial BX100",CT250BX100SSD1,high
storage,PNY,"PNY CS1311",SSD7CS1311240RB,high
storage,PNY,"PNY CS900",SSD7CS900-480-PB,high
storage,Western Digital,"Western Digital Black SN750",WDS100T3XHC,high
storage,Lexar,"Lexar NM610",LNM610-1TRBNA,high
storage,Western Digital,"Western Digital Blue SN580",WDS250G3B0E,high
storage,TeamGroup,"TEAMGROUP T-Force Z44A7Q",TM8FFW004T0C129,high
storage,Western Digital,"Western Digital Blue Mobile",WD20SPZX,high
storage,Western Digital,"Western Digital WDBSLA0010HNC-NRSN",WDBSLA0010HNCNRSN,high
storage,Western Digital,"Western Digital Caviar Blue",WD10EALX,high
storage,Western Digital,"Western Digital Red Plus",WD60EFRX,high
storage,Patriot,"Patriot Hellfire",PH480GPM280SSDR,high
storage,TeamGroup,"TEAMGROUP T-Force Cardea Z540",TM8FF1002T0C129,high
storage,Western Digital,"Western Digital WD Red Pro",WD201KFGX,high
storage,Western Digital,"Western Digital Scorpio Blue",WD1600BEVS,high
storage,Corsair,"Corsair MP510",CSSD-F240GBMP510,high
storage,Crucial,"Crucial MX300",CT750MX300SSD1,high
storage,Western Digital,"Western Digital SE",WD1002F9YZ,high
storage,Western Digital,"Western Digital Caviar Green",WD20EARS,high
storage,Western Digital,"Western Digital Red Plus",WD101EFBX,high
storage,Western Digital,"Western Digital Red",WD140EFFX,high
storage,TeamGroup,"TEAMGROUP T-FORCE Z44A7",TM8FPV004T0C129,high
storage,Sabrent,"Sabrent Rocket",SB-ROCKET-4TB,high
storage,Intel,"Intel 760p",SSDPEKKW256G8XT,high
storage,Western Digital,"Western Digital Blue Mobile",WD5000LPCX,high
storage,Western Digital,"Western Digital Caviar Black",WDBAAZ0010HNCNRSN,high
storage,Corsair,"Corsair Force MP500",CSSD-F120GBMP500,high
storage,Crucial,"Crucial P310",CT1000P310SSD2,high
storage,TeamGroup,"TEAMGROUP T-FORCE G70 PRO Aluminum",TM8FFH004T0C128,high
storage,Western Digital,"Western Digital Blue SA510",WDS250G3B0B,high
storage,Western Digital,"Western Digital Scorpio Blue",WD7500BPVT,high
storage,SanDisk,"SanDisk Ultra Plus",SDSSDHP256GG25,high
storage,Western Digital,"Western Digital Ultrastar DC HC550",0F38581,high
storage,Western Digital,"Western Digital Blue",WDS500G1B0B,high
storage,Western Digital,"Western Digital Black SN750",WDS500G3XHC,high
storage,Western Digital,"Western Digital SN530",SDBPTPZ-256G,high
storage,TeamGroup,"TEAMGROUP Cardea A440",TM8FPZ001T0C327,high
storage,Lexar,"Lexar NS100",LNS100-256RB,high
storage,Western Digital,"Western Digital Caviar Blue",WD3200AAJB,high
storage,Western Digital,"Western Digital Blue",WDS100T1B0B,high
storage,Western Digital,"Western Digital Red",WD100EFAX,high
storage,PNY,"PNY CS900",M280CS900-1TB-RB,high
storage,Corsair,"Corsair MP700 PRO SE with Air Cooler",CSSD-F2000GBMP700PROS,high
storage,Lexar,"Lexar NQ710",LNQ710X500G-RNNNU,high
storage,Patriot,"Patriot P300",P300P512GM28US,high
storage,Lexar,"Lexar NS100",LNS100-512RBNA,high
storage,Intel,"Intel 710",SSDSA2BZ100G3,high
storage,Western Digital,"Western Digital Black",WD3200LPLX,high
storage,Crucial,"Crucial MX200",CT250MX200SSD3,high
storage,Crucial,"Crucial MX200",CT250MX200SSD6,high
storage,Patriot,"Patriot Ignite",PI960GS25SSDR,high
storage,Intel,"Intel DC S3610",SSDSC2BX200G401,high
storage,Intel,"Intel DC S3610",SSDSC2BX800G401,high
storage,SanDisk,"SanDisk SSD PLUS",SDSSDA120GG25,high
storage,PNY,"PNY CS2111",SSD7CS2111240RB,high
storage,PNY,"PNY CS2111",SSD7CS2111480RB,high
storage,Corsair,"Corsair Force LS",CSSDF60GBLSB,high
storage,SanDisk,"SanDisk X300S",SD7UB3Q256G1022,high
storage,Intel,"Intel 750",SSDPEDMW400G4R5,high
storage,Intel,"Intel 535",SSDSC2BW480H601,high
storage,Intel,"Intel 535",SSDSC2BW120H6R5,high
storage,Corsair,"Corsair Neutron XT",CSSDN240GBXTB,high
storage,Intel,"Intel SSDSC2BB240G601",SSDSC2BB240G601,low
storage,Intel,"Intel SSDSC2BB800G601",SSDSC2BB800G601,low
storage,Intel,"Intel 535",SSDSC2BW360H6R5,high
storage,Intel,"Intel SSDSCKJW240H601",SSDSCKJW240H601,low
storage,Western Digital,"Western Digital WD Red Pro",WD6001FFWX,high
storage,G.SKILL,"G.Skill Phoenix FTL",FM25S3240GPF,high
storage,Intel,"Intel 535",SSDSCKJW360H601,high
storage,Patriot,"Patriot Blast",PBT960GS25SSDBK,high
storage,SanDisk,"SanDisk Ultra II",SDMSATA256GG25,high
storage,TeamGroup,"TEAMGROUP Ultra L5",T253L5120GMC101,high
storage,SanDisk,"SanDisk Z400s",SD8SNAT064G1122,high
storage,SanDisk,"SanDisk Z400s",SD8SNAT128G1122,high
storage,Intel,"Intel 750",SSDPEDMW400G4X1,high
storage,Crucial,"Crucial BX200",CT960BX200SSD1,high
storage,Western Digital,"Western Digital Purple",WD05PURX,high
storage,SanDisk,"SanDisk X400",SD8SN8U1T001122,high
storage,SanDisk,"SanDisk X400",SD8SN8U256G1122,high
storage,Zotac,"Zotac T500",ZTSSDA5P120G,high
storage,Zotac,"Zotac T500",ZTSSDA5P240G,high
storage,Intel,"Intel 540s",SSDSC2KW010X6X1,high
storage,Intel,"Intel 540s",SSDSCKKW480H6X1,high
storage,Intel,"Intel 540s",SSDSCKKW360H6X1,high
storage,Corsair,"Corsair Neutron XTi",CSSD-N240GBXTI,high
storage,Intel,"Intel Pro 5400s",SSDSC2KF120H6X1,high
storage,Intel,"Intel Pro 5400s",SSDSC2KF180H6X1,high
storage,Patriot,"Patriot TORCH",PT60GS25SSDR,high
storage,TeamGroup,"TEAMGROUP L7 EVO",T253L7120GTC101,high
storage,Intel,"Intel Pro 6000p",SSDPEKKF512G7X1,high
storage,Western Digital,"Western Digital Red",WDBMMA0040HNC-NRSN,high
storage,TeamGroup,"TEAMGROUP T-Force Cardea",TM8FP2480G0C110,high
storage,Corsair,"Corsair Neutron NX500",CSSD-N400GBNX500,high
storage,Patriot,"Patriot Spark",PSK128GS25SSDR,high
storage,Patriot,"Patriot Spark",PSK256GS25SSDR,high
storage,Corsair,"Corsair Force LE",CSSD-F120GBLE200B,high
storage,Intel,"Intel 540 Series",SSDSC2KW120H6X1948800,high
storage,TeamGroup,"TEAMGROUP L5 LITE 3D",T253TD120G3C101,high
storage,TeamGroup,"TEAMGROUP P30",TM8FP2480G0C101,high
storage,TeamGroup,"TEAMGROUP T-Force Delta RGB",T253TR250G3C313,high
storage,TeamGroup,"TEAMGROUP T-Force Delta RGB",T253TR001T3C413,high
storage,TeamGroup,"TEAMGROUP T-Force Delta RGB",T253TR250G3C413,high
storage,TeamGroup,"TEAMGROUP L5 LITE",T2535T480G0C101,high
storage,Corsair,"Corsair MP300",CSSD-F960GBMP300,high
storage,TeamGroup,"TEAMGROUP T-Force Delta Phantom Gaming RGB",T253PG500G3C313,high
storage,TeamGroup,"TEAMGROUP T-Force Delta Phantom Gaming RGB",T253PG001T3C313,high
storage,Western Digital,"Western Digital Blue Mobile",WD3200LPCX,high
storage,Western Digital,"Western Digital AV",WD3200LUCT,high
storage,TeamGroup,"TEAMGROUP MS30",TM4PS7128G0C101,high
storage,Patriot,"Patriot Scorch",PS128GPM280SSDR,high
storage,Lexar,"Lexar NM500",LNM500-256RBNA,high
storage,Lexar,"Lexar NM600",LNM600-240RBNA,high
storage,Lexar,"Lexar NS100",LNS100-480RBNA,high
storage,Lexar,"Lexar NS200",LNS200-960RBNA,high
storage,TeamGroup,"TEAMGROUP T-Force Vulcan",T253TV250G3C301,high
storage,TeamGroup,"TEAMGROUP T-Force Cardea",TM8FP5001T0C119,high
storage,TeamGroup,"TEAMGROUP T-Force Cardea Liquid",TM8FP5512G0C119,high
storage,Corsair,"Corsair Force GT",CSSDF60GBGTBK,high
storage,Intel,"Intel 520",SSDSC2CW120A310,high
storage,Intel,"Intel 520",SSDSC2CW180A3K5,high
storage,Western Digital,"Western Digital AV-GP",WD25EURS,high
storage,Intel,"Intel DC S3500",SSDSC2BB240G401,high
storage,PNY,"PNY Prevail",SSD9SC240GEDEPB,high
storage,Western Digital,"Western Digital Ultrastar DC HC550",0F38352,high
storage,Intel,"Intel D3-S4520",SSDSC2KB960GZ01,high
storage,Intel,"Intel D3-S4520",SSDSCKKB480GZ01,high
storage,Patriot,"Patriot Viper PV573",PV573P4TBM28H,high
storage,Western Digital,"Western Digital VelociRaptor",WD1500BLFS,high
storage,Western Digital,"Western Digital RE4",WD1503FYYS,high
storage,Western Digital,"Western Digital RE2",WD7500AYYS,high
storage,Western Digital,"Western Digital RE2",WD5001ABYS,high
storage,Western Digital,"Western Digital RE2",WD3201ABYS,high
storage,Western Digital,"Western Digital RE2",WD1601ABYS,high
storage,Western Digital,"Western Digital RE2-GP",WD5000ABPS,high
storage,Western Digital,"Western Digital Caviar Green",WD6400AARS,high
storage,Western Digital,"Western Digital Caviar Green",WD7500AADS,high
storage,Western Digital,"Western Digital Caviar Green",WD6400AADS,high
storage,Western Digital,"Western Digital Scorpio Black",WD32000BJKT,high
storage,Western Digital,"Western Digital Scorpio Black",WD2500BJKT,high
storage,Western Digital,"Western Digital Scorpio Black",WD1200BJKT,high
storage,Western Digital,"Western Digital Scorpio Blue",WD6400BPVT,high
storage,Western Digital,"Western Digital AV",WD5000AVJS,high
storage,Western Digital,"Western Digital AV",WD2500AVJS,high
storage,Western Digital,"Western Digital AV",WD1600AVJS,high
storage,Western Digital,"Western Digital AV-GP",WD20EVDS,high
storage,Western Digital,"Western Digital AV-GP",WD7500AVDS,high
storage,Western Digital,"Western Digital AV-GP",WD10EVVS,high
storage,Western Digital,"Western Digital AV-GP",WD7500AVVS,high
storage,Western Digital,"Western Digital AV-GP",WD6400AVVS,high
storage,Western Digital,"Western Digital AV-25",WD2500BUDT,high
storage,Western Digital,"Western Digital AV-25",WD1600BUDT,high
storage,Intel,"Intel X25-E",SSDSA2SH032G1,high
storage,Intel,"Intel X25-E",SSDSA2SH032G101,high
storage,Intel,"Intel X25-E",SSDSA2SH064G1,high
storage,Intel,"Intel X25-M",SSDSA2MH080G1,high
storage,Intel,"Intel X25-M",SSDSA2MH080G101,high
storage,Intel,"Intel X25-M",SSDSA2MH080G1C1,high
storage,Intel,"Intel X25-M",SSDSA2MH080G2,high
storage,Intel,"Intel X25-M",SSDSA2MH080G2C1,high
storage,Intel,"Intel X25-M",SSDSA2MJ080G2C1,high
storage,Intel,"Intel X25-M",SSDSA2MH080G2R5,high
storage,Intel,"Intel X25-M",SSDSA2MH080G201,high
storage,Intel,"Intel X25-M",SSDSA2MJ080G201,high
storage,Intel,"Intel X25-M",SSDSA2MH160G2,high
storage,Intel,"Intel X25-M",SSDSA2MH160G2R5,high
storage,Intel,"Intel X25-M",SSDSA2MH160G201,high
storage,Intel,"Intel X25-V",SSDSA2MP040G2R5,high
storage,Western Digital,"Western Digital Caviar Black",WD10000LSRTL,high
storage,Western Digital,"Western Digital VelociRaptor",WD3000GLFSRTL,high
storage,Western Digital,"Western Digital Caviar SE",WD3200JBRTL,high
storage,Western Digital,"Western Digital AV",WD5000AVJB,high
storage,Western Digital,"Western Digital Caviar Green",WDBAAY0015HNCNRSN,high
storage,Western Digital,"Western Digital Caviar Blue",WDBAAX3200ENCNRSN,high
storage,Western Digital,"Western Digital VelociRaptor",WDBACN6000ANCNRSN,high
storage,Intel,"Intel X25-M",SSDSA2MH160G2XXX,high
storage,Crucial,"Crucial RealSSD C300",CTFDDAC064MAG1G1,high
storage,Crucial,"Crucial RealSSD C300",CTFDDAC128MAG1G1CCA,high
storage,Crucial,"Crucial RealSSD C300",CTFDDAC256MAG1G1CCA,high
storage,Corsair,"Corsair Force",CSSDF120GB2BRKT,high
storage,Corsair,"Corsair Force",CSSDF160GBP2BRKT,high
storage,Corsair,"Corsair Force",CSSDF180GBP2BRKT,high
storage,Corsair,"Corsair Force",CSSDF240GB2BRKT,high
storage,Corsair,"Corsair Force",CSSDF60GB2BRKT,high
storage,Corsair,"Corsair Force",CSSDF90GBP2BRKT,high
storage,Corsair,"Corsair Nova",CSSDV128GB2BRKT,high
storage,Corsair,"Corsair Nova",CSSDV64GB2BRKT,high
storage,Corsair,"Corsair Force",CSSDF40GB2,high
storage,G.SKILL,"G.Skill Phoenix",FM25S2S60GBP1,high
storage,G.SKILL,"G.Skill Sniper Gaming",FM25S2S120GBSR,high
storage,G.SKILL,"G.Skill Sniper Gaming",FM25S2S60GBSR,high
storage,G.SKILL,"G.Skill Phoenix Pro",FM25S2S240GBP2,high
storage,G.SKILL,"G.Skill Phoenix Pro",FM25S2S60GBP2,high
storage,G.SKILL,"G.Skill Phoenix Pro",FM25S2S120GBP2,high
storage,G.SKILL,"G.Skill Phoenix",FM25S2S120GBP1,high
storage,Western Digital,"Western Digital RE2",WD5000YS,high
storage,Western Digital,"Western Digital VelociRaptor",RFHWD3000HLFS,high
storage,Patriot,"Patriot Inferno",PI240GS25SSDR,high
storage,Patriot,"Patriot Torqx TRB",PT32GS25SSDR,high
storage,Patriot,"Patriot Torqx TRB",PT64GS25SSDR,high
storage,Corsair,"Corsair Performance 3",CSSDP364GB2BRKT,high
storage,Corsair,"Corsair Performance 3",CSSDP3128GB2BRKT,high
storage,Western Digital,"Western Digital Caviar GP",WD3200AACS,high
storage,Western Digital,"Western Digital RE4",WD2003FYYS02W0B0,high
storage,Intel,"Intel 510",SSDSC2MH120A2K5,high
storage,Western Digital,"Western Digital Caviar Green",WD30EZRSDTLSP,high
storage,Intel,"Intel 320",SSDSA2CW600G310,high
storage,Intel,"Intel 320",SSDSA2CW080G3K5,high
storage,G.SKILL,"G.Skill Phoenix Evo",FM25S2115GBPE,high
storage,Intel,"Intel 320",SSDSA2CW080G310,high
storage,Corsair,"Corsair Force",CSSDF180GB2BRKTA,high
storage,Intel,"Intel 320",SSDSA2CW160G3K5,high
storage,Crucial,"Crucial M4",CT128M4SSD2CCA,high
storage,Crucial,"Crucial M4",CT256M4SSD2CCA,high
storage,Patriot,"Patriot Torqx 2",PT2256GS25SSDR,high
storage,Patriot,"Patriot Torqx 2",PT2128GS25SSDR,high
storage,Patriot,"Patriot Torqx 2",PT264GS25SSDR,high
storage,Intel,"Intel 320",SSDSA2CW300G310,high
storage,Corsair,"Corsair Force",CSSDF40GB2A,high
storage,Western Digital,"Western Digital Caviar Black",WD1502FAEX20PK,high
storage,Western Digital,"Western Digital Caviar Blue",WD7500AALX20PK,high
storage,Intel,"Intel 320",SSDSA2CW080G3B5,high
storage,Western Digital,"Western Digital Caviar Green",WD15EARX,high
storage,Intel,"Intel 320",SSDSA2CT040G3B5,high
storage,Western Digital,"Western Digital AV-25",WD5000BUDT,high
storage,Intel,"Intel 320",SSDSA2CW160G3B5,high
storage,Intel,"Intel 320",SSDSA2CW300G3B5,high
storage,Corsair,"Corsair Force 3",CSSDF120GB3BK,high
storage,Western Digital,"Western Digital Scorpio Blue",WD3200BEVERTL,high
storage,Patriot,"Patriot Wildfire",PW240GS25SSDR,high
storage,Patriot,"Patriot Wildfire",PW120GS25SSDR,high
storage,Corsair,"Corsair Nova Series 2",CSSDV60GB2,high
storage,Corsair,"Corsair Force 3",CSSDF60GB3BK,high
storage,Western Digital,"Western Digital AV-GP",WD30EURS,high
storage,Western Digital,"Western Digital AV-25",WD2500BUDT50PK,high
storage,Patriot,"Patriot Pyro",PP120GS25SSDR,high
storage,Patriot,"Patriot Pyro",PP60GS25SSDR,high
storage,Western Digital,"Western Digital Caviar Green",WD7500AARX,high
storage,Patriot,"Patriot Pyro",PP240GS25SSDR,high
storage,Corsair,"Corsair Force GT",CSSDF240GBGTBK,high
storage,Corsair,"Corsair Force 3",CSSDF120GB3ABK,high
storage,Corsair,"Corsair Force 3",CSSDF90GB3BK,high
storage,Corsair,"Corsair Force 3",CSSDF180GB3BK,high
storage,Patriot,"Patriot Wildfire",PW480GS25SSDR,high
storage,Corsair,"Corsair Force GT",CSSDF480GBGTBK,high
storage,Corsair,"Corsair Force 3",CSSDF480GB3BK,high
storage,Western Digital,"Western Digital AV-25",WD3200BUCT,high
storage,Patriot,"Patriot Pyro SE",PPSE60GS25SSDR,high
storage,Intel,"Intel 320",SSDSA2CW600G3B5,high
storage,Intel,"Intel 320",SSDSA2BW080G301,high
storage,Corsair,"Corsair Performance Pro",CSSDP128GBPBK,high
storage,SanDisk,"SanDisk Ultra",SDSSDH060GG25,high
storage,Patriot,"Patriot Pyro SE",PPSE240GS25SSDR,high
storage,Crucial,"Crucial M4",CT064M4SSD2BAA,high
storage,Crucial,"Crucial M4",CT128M4SSD2BAA,high
storage,Crucial,"Crucial M4",CT256M4SSD1,high
storage,Crucial,"Crucial M4",CT064M4SSD1,high
storage,Crucial,"Crucial M4",CT128M4SSD1,high
storage,Crucial,"Crucial M4",CT256M4SSD1CCA,high
storage,Crucial,"Crucial M4",CT128M4SSD1CCA,high
storage,Intel,"Intel 520",SSDSC2CW060A3K5,high
storage,Intel,"Intel 520",SSDSC2CW480A310,high
storage,Intel,"Intel 520",SSDSC2CW240A310,high
storage,SanDisk,"SanDisk Extreme",SDSSDX240GG25,high
storage,Patriot,"Patriot Mac Series XT",PAXT240GS25SSDR,high
storage,Patriot,"Patriot Mac Series XT",PAXT60GS25SSDR,high
storage,Patriot,"Patriot Mac Series XT",PAXT120GS25SSDR,high
storage,Corsair,"Corsair Nova Series 2",CSSDV30GB2A,high
storage,Corsair,"Corsair Nova Series 2",CSSDV60GB2A,high
storage,Corsair,"Corsair Force 3",CSSDF240GB3ABK,high
storage,Corsair,"Corsair Accelerator",CSSDC45GB,high
storage,Western Digital,"Western Digital Caviar Green",WD7500AZRX,high
storage,Western Digital,"Western Digital Caviar Green",WD3200AZRX,high
storage,PNY,"PNY Prevail",SSD9SC240GCDAPB,high
storage,PNY,"PNY Prevail",SSD9SC120GCDAPB,high
storage,Western Digital,"Western Digital AV-GP",WD3200AUDX,high
storage,Intel,"Intel 330",SSDSC2CT180A3K5,high
storage,Intel,"Intel 320",SSDSA2CW120G301,high
storage,SanDisk,"SanDisk Extreme",SDSSDX480GG25,high
storage,Western Digital,"Western Digital AV-25",WD2500BUCT,high
